question,answer,normalized_aliases,accurate_judgement,logits
How many pounds are there in one hundredweight?,"112
","['one hundred and twelve', '112']",Correct,"[[0.7256485819816589, 0.2743513584136963]]"
Which volcanic French island in the Indian Ocean has Saint Denis as its capital?," Reunion
","['reunion film', 'reunion', 'reunion album', 'reunion song', 'reunion 2011 film', 'reunion disambiguation']",Correct,"[[0.8563323616981506, 0.14366760849952698]]"
Lima is the capital of which country?," Peru
","['republic of perú', 'piruw suyu', 'iso 3166 1 pe', 'peruvian republic', 'perú', 'piruw ripuwlika', 'perù', 'lower peru', 'republic of peru', 'el peru', 'el perú', 'pérou', 'peruano', 'name of peru', 'peruvia', 'piruw', 'peru', 'república del perú', 'peruvian', 'etymology of peru', 'péru']",Correct,"[[0.9213575720787048, 0.07864237576723099]]"
"In the Patrick O'Brian novels about Jack Aubrey, who is his doctor companion?"," Stephen Maturin
","['stephen maturin', 'testudo auberii', 'testudo aubreii']",Correct,"[[0.8836382627487183, 0.11636175960302353]]"
Which football team won the F. A. Cup in 1988 as Dave Beasant became the first goalkeeper to save an F. A. Cup final penalty?," Wimbledon
","['wimbolden', 'thе wimbles', 'wimbleton', 'wimbledon', 'wimbeldon', 'wimbldon', 'wimbledom', 'wimbledon disambiguation']",Correct,"[[0.8110781908035278, 0.18892180919647217]]"
Which British physicist discovered the neutron in 1932?," James Chadwick
","['sir james chadwick', 'j chadwick', 'james chadwick']",Correct,"[[0.9136765599250793, 0.08632347732782364]]"
What disease was declared extinct by the World Health Organisation in 1980?," Smallpox
","['poxvirus variolae', 'smallpox eradication', 'variole', 'variola major', 'small pox', 'variola virus', 'lagaisse', 'eradication of smallpox', 'smallpox virus', 'variola vera', 'variola maior', 'variola minor', 'variola', 'variolla', 'eradicate smallpox', 'smallpocks', 'variola major virus', 'smallpox', 'smallpox survivors']",Correct,"[[0.8836382627487183, 0.11636175960302353]]"
"In a lava lamp, of what type of substance is the 'lava'?"," Wax
","['wax band', 'wax disambiguation', 'wax']",Correct,"[[0.735641598701477, 0.2643583416938782]]"
What is the collective noun for kangaroos?," Mob
","['mob disambiguation', 'mobber', 'mob', 'mobs']",Correct,"[[0.8289388418197632, 0.1710612028837204]]"
Which TV cartoon character gave Ken Barrie his only chart hit in 1982?,"2 Stupid Dogs
","['postman pat theme song', 'pat clifton', 'postman pat special delivery service', 'patrick clifton', 'post man pat', 'postman pat theme', 'jess fictional cat', 'postman pat', 'jess cat']",Incorrect,"[[0.15152934193611145, 0.8484706878662109]]"
Shrub Hill station serves which English town or city?," Worcester
","['worcester great britain', 'worchester', 'county borough of worcester', 'manufacturing in worcester', 'worcester uk', 'worcester england', 'weather in worcester', 'weorgoranceastre', 'worcester archive', 'city of worcester', 'worcester worcestershire', 'worcester', 'mayor of worcester', 'worcester city council', 'worcester united kingdom']",Correct,"[[0.7879312038421631, 0.2120688110589981]]"
Which country contains provinces called Bihar and Kerela?," India
","['భారత గణతంత్ర రాజ్యము', 'భారత రిపబ్లిక్', 'bhārtiya prajāsattāk', 'republic of india', 'ভারত', 'hindio', 'ਭਾਰਤ ਗਣਤੰਤਰ', 'भारतीय प्रजासत्ताक', 'ભારતીય ગણતંત્ર', 'indea', 'ভারত গণরাজ্য', 'இந்தியக் குடியரசு', 'india country', 'les indes', 'هندستانڀارت،', 'etymology of india', 'भारतमहाराज्यम्', 'india', 'جمہوٗرِیت بًارت', 'भारतीय गणराज्याच्या', 'ভারতরাষ্টৃ', 'india s', 'ভারতীয় প্রজাতন্ত্র', 'ഭാരത മഹാരാജ്യം', 'bhārat gaṇarājya', 'ভাৰত গণৰাজ্য', 'ଭାରତ ଗଣରାଜ୍ଯ', 'இந்திய', 'जुम्हूरियत भारत', 'union of india', 'hindistan', 'indya', 'bhart', 'iso 3166 1 in', 'bharat ganrajya', 'भारत गणराज्य', 'indian republic', 'ಭಾರತ ಗಣರಾಜ್ಯ', 'indian state', 'جمہوریہ بھارت', 'iso 3166 1 alpha 3 ind']",Correct,"[[0.9187722206115723, 0.08122774958610535]]"
"In about 1,000 AD, it is believed that explorer Leif Ericson discovered North America and named it what?"," Vinland
","['vinlandic', 'vinland', 'winland', 'vínland', 'hønen runestone', 'vinnland']",Correct,"[[0.815232515335083, 0.18476751446723938]]"
The American TV series Three's A Crowd that ran from 1984 to 1985 was loosely based on which BBC series that featured Richard O'Sullivan?,"1970s Man About The House
","['robin s nest', 'robins nest']",Incorrect,"[[0.3557748794555664, 0.6442250609397888]]"
Schwarz is German for which colour?," Black
","['blackishly', 'blackly', 'black color', '000000', 'black colour', 'ultimately dark', 'blackeness', 'blackest', 'color black', 'blackishness', 'black is not color', '0 0 0', 'black', 'rgb 0 0 0']",Correct,"[[0.8770562410354614, 0.12294380366802216]]"
"According to Winston Churchill, in a speech of 1946, the Iron Curtain ran from Stettin in the Baltic to which other port?"," Trieste
","['trieszt', 'trieste', 'trst', 'trieste italy', 'triest', 'terst', 'un locode ittrs', 'tergeste']",Correct,"[[0.5195213556289673, 0.4804787039756775]]"
The Reverend Thomas A Dorsey is linked with the origins of what musical singing style?," Gospel
","['godspel', 'goſpel', 'four canonical gospels', 'canonical gospels', 'évangiles', 'gospels', 'content of gospels', 'canonical gospel', 'gospel', 'non canonical gospels', 'christian gospel', 'christian gospels', 'gospal', 'holy gospel', 'four gospels', 'fourfold gospel', 'evangiles', 'new testament gospels', 'gospel and gospels']",Correct,"[[0.8418256044387817, 0.15817435085773468]]"
What degree does a US law school graduate get?," JD
","['jd disambiguation', 'j d', 'jd', 'j d disambiguation']",Correct,"[[0.8210441470146179, 0.17895589768886566]]"
What is a female fox called?," Vixen
","['fox habitat', 'vulpini', 'focks', 'foxs', 'vulpine', 'fox zoology', 'sexual characteristics of foxes', 'foxes', 'fox penis', 'foxp', 'vixen', 'todde', 'fox', 'river fox']",Correct,"[[0.9268352389335632, 0.07316471636295319]]"
Which of The Simpsons can play the saxophone?," Lisa
","['lisa name', 'lisa japanese singer', 'lisa musician', 'lisa singer', 'lisa film', 'lisa japanese musician', 'lisa', 'lisa disambiguation']",Correct,"[[0.9289263486862183, 0.07107366621494293]]"
Bon Scott was the lead singer of which rock group until his death in 1980?," AC/DC
",['ac dc'],Incorrect,"[[0.8727816939353943, 0.12721826136112213]]"
What was the name of the house where William Wordsworth and his sister lived in Grasmere in the Lake District?," Dove Cottage
","['wordsworth museum', 'dove cottage']",Correct,"[[0.9069831967353821, 0.09301680326461792]]"
Who was the wife of the Greek hero Agamemnon who murdered him on his return from Troy?," Clytemnestra
","['clytaemestra', 'clytemnestra', 'klytaimestra', 'clytemenestra', 'clytemestra', 'klytemnestra', 'klytiamnestra', 'klytaimnestra', 'clytaemnestra', 'clytæmnestra', 'klytemnästra', 'clytamnestra', 'κλυταιμνήστρα', 'klytaimnéstra', 'κλυταιμνηστρα']",Correct,"[[0.8914335370063782, 0.10856641829013824]]"
Thackeray took his novel’s title ‘ Vanity Fair’ from which author’s work The Pilgrim’s Progress’?," Bunyan
","['john bunyan', 'john bunnion', 'bunyan john', 'bunyanesque', 'city of destruction']",Incorrect,"[[0.791176438331604, 0.208823561668396]]"
The ptarmigan belongs to which bird family?," Grouse
","['tetraoninae', 'cock of plain', 'grouse', 'tetraonidae']",Correct,"[[0.8104788661003113, 0.18952107429504395]]"
What is the name of Lisa's saxophone playing mentor with the Faberge egg addiction?," Bleeding Gums Murphy
","['squeaky voiced teen simpsons', 'lewis simpsons', 'hans sprungfeld', 'duff man', 'wendell simpsons', 'spider pig', 'helen schwartzbaum', 'miss elizabeth hoover', 'simpsons sanjay nahasapeemapetilon', 'eddie simpsons', 'simpsons helen lovejoy', 'radioactive man simpsons character', 'rod and todd flanders', 'plopper', 'scott christian', 'squeaky voiced teen', 'simpsons maude flanders', 'dredrick tatum', 'old gil', 'spiderpig', 'marvin monroe', 'jack larson simpsons', 'principal dondelinger', 'ol gil', 'rabbi krustofski', 'shauna chalmers', 'bleeding gums murthy', 'agnes skinner simpsons', 'ms hoover', 'dewey largo', 'gunter and ernst', 'kearney simpsons', '22what about children 3f won t somebody please think of children 3f 22', 'akira simpsons', 'benjamin doug and gary', 'stampy', 'horatio mcallister', 'simpsons disco stu', 'shauna tifton', 'jimbo jones', 'patches and poor violet', 'declan desmond', 'martin prince jr', 'maude flanders', 'list of recurring characters from simpsons', 'doctor colossus', 'sanjay nahasapeemapetilon', 'cookie kwan', 'melvin van horne', 'wendell borton', 'puberty boy', 'mrs glick', 'sheri and teri', 'simpsons rod flanders', 'fictional characters within simpsons', 'jebidiah springfield', 'state comptroller atkins', 'simpsons mcbain', 'helen lovejoy', 'jasper beardley', 'sea captain simpsons', 'recurring characters on simpsons', 'noble spirit embiggens smallest man', 'rachel jordan simpsons', 'elizabeth hoover', 'animals in simpsons', 'list of recurring characters in simpsons', 'sideshow mel', 'corporal punishment simpsons', 'gloria simpsons', 'blinky simpsons', 'arthur crandall', 'boob lady', 'courtney masterson', 'eleanor abernathy', 'old jewish man', 'sarah wiggum', 'dolph starbeam', 'dolph simpsons', 'fallout boy simpsons', 'nahasapeemapetilon octuplets', 'harold schwartzbaum', 'simpsons kirk van houten', 'mrs muntz', 'julio simpsons', 'please won t anyone think of children 3f', 'lindsey naegle', 'coach lugash', 'horatio mccallister', 'johnny tightlips', 'duffman', 'lunchlady doris', 'rabbi hyman krustovsky', 'pedro chesperito bumblebee man', 'üter', 'alice glick', 'dr j loren pryor', 'simpsons murphy', 'manjula nahasapeemapetilon', 'goggles they do nothing', 'lois pennycandy', 'uter zorker', 'disco stu simpsons', 'list of recurring characters from simpsonrs', 'brunella pommelhorst', 'dr marvin monroe simpsons', 'rainer wolfcastle simpsons', 'kirk van houten', 'ruth powers', 'kookie kwan', 'simpsons recurring characters', 'superintendent chalmers', 'richard simpsons', 'barry duffman', 'simpsons gil', 'list of recurring characters on simpsons', 'dia betty', 'agnes skinner', 'mrs glick simpsons', 'rod and todd', 'capital city goofball', 'crusher and lowblow', 'bumblebee man', 'princess kashmir', 'rainer wolfcastle', 'sam larry', 'do you want lies with that 3f', 'gil simpsons', 'bumblebeeman', 'arthur crandall and gabbo', 'radioactive man simpsons', 'harry plopper', 'arty ziff', 'lard lad', 'gary chalmers', 'doctor marvin monroe', 'todd flanders', 'frank nelson simpsons', 'mr teeny', 'arnie pie', 'list of media personalities in simpsons', 'herman simpsons', 'lurlene lumkin', 'jebediah obadiah zachariah jedediah springfield', 'sherrie and terrie', 'kearney zzyzwicz', 'kearney zxyzwicz', 'list of recurring simpsons characters', 'lunchlady dora', 'miss springfield', 'mcbain simpsons', 'lunch lady doris', 'tina ballerina', 'martin prince sr', 'crazy old man', 'luann van houten', 'bill and marty', 'frankie squealer', 'captain horatio mccallister', 'arnie pye', 'leopold simpsons', 'old barber', 'sherri and terri', 'captain mccallister', 'poochie simpsons', 'noble spirit enbiggens smallest man', 'simpsons manjula nahasapeemapetilon', 'coach krupt', 'bumblebee guy', 'herman hermann', 'database simpsons', 'johnny tghtlips', 'simpsons sideshow mel', 'judge snyder', 'otto simpsons', 'charlie d e s', 'raphael simpsons', 'american boneheads', 'lindsey nagle', 'legs and louie', 'some recurring characters from simpsons', 'rod flanders', 'list of recurring and minor characters in simpsons', 'luigi risotto', 'drederick tatum', 'lugash character', 'wiseguy simpsons', 'opal simpsons', 'johnny tight lips', 'superintendent chambers', 'spider pigs', 'mr largo', 'hyman krustofsky', 'captain horatio mcallister', 'simpsons otto mann', 'rabbi krustofsky', 'arthur crandell', 'rabbi hyman krustofski', 'constance harm', 'simpsons luann van houten', 'list of simpsons recurring characters', 'pedro chespirito', 'annette squishee lady', 'simpsons radioactive man', 'birch barlow', 'list of recurring in simpsons', 'artie ziff', 'doctor marvin monroe simpsons', 'simpsons squeaky voiced teen', 'dr monroe', 'gil gunderson', 'superintendent gary chalmers', 'simpsons captain horatio mccallister', 'disco stu', 'captain lance murdock', 'jebediah springfield', 'animal characters in simpsons', 'martha prince', 'rich texan', 'crazy cat lady', 'jasper beardly', 'list of stars in simpsons', 'happy little elves', 'dolphin starbeam', 'janey powell', 'bernice hibbert', 'simpsons jasper', 'reiner wolfcastle', 'james 22jimbo 22 jones', 'charlie simpsons', 'list of celebrities in simpsons', 'judge roy snyder', 'uter zoerker', 'bleeding gums murphy', 'mervin monroe', 'mary bailey simpsons', 'rainier luftwaffe wolfcastle', 'martha quimby', 'mr costington', 'poochy simpsons', 'god simpsons', 'boobarella', 'lou simpsons', 'melvin vanhorne', 'paris texan', 'roy snyder', 'luigi simpsons', 'simpsons bleeding gums murphy', 'captain mcallister', 'sideshow cecil', 'lurlene lumpkin', 'arti ziff', 'wendel simpsons', 'chester turley', 'baby gerald', 'winfields', 'mcgarnagle', 'minor simpsons characters', 'simpsons todd flanders', 'cecil bob', 'fallout boy simpsons character', 'jasper simpsons', 'van houten family', 'lindsay naegle', 'sherry and terry', 'professor jailbird', 'brandine spuckler', 'blue haired lawyer', 'super nintendo chalmers', 'eddie and lou', 'springfield mafia', 'martin prince', 'please won t someone think of children 3f', 'yes guy', 'rainier wolfcastle', 'lurleen lumpkin', 'poor violet', 'hyman krustofski', 'judge constance harm', 'maud flanders', 'jub jub', 'radioactive man character', 'üter zörker', 'simpsons dr marvin monroe', 'ms albright', 'dave shutton', 'dr marvin monroe', 'uter']",Correct,"[[0.6842640042304993, 0.31573596596717834]]"
"According to Zuzu Bailey, what happens every time a bell rings?"," An angel gets his wings.
",['angel gets his wings'],Correct,"[[0.8031737804412842, 0.19682618975639343]]"
English physician John Snow successfully traced the outbreak of what disease to a water pump?,"1854 cholera epidemic
","['cholera', 'cholera outbreak', 'asiatic cholera', 'cholera asiatica', 'epidemic cholera']",Incorrect,"[[0.5, 0.5]]"
Which fictional detective lived at 56b Whitehaven Mansions?," Sherlock Holmes
","['hercule poirot', 'agatha christie hercule poirot', 'poirot', 'miss lemon', 'felicity lemon', 'hercules poirot', 'little grey cells', 'poriot']",Incorrect,"[[0.8244618773460388, 0.1755380630493164]]"
"Which Marquis, are the rules that govern the sport of boxing, named after?"," Queenberry
","['marquis of queensbury', 'marquises of queensberry', 'marquess of queensberry', 'lord drumlanrig', 'marquess of queensbury', 'baron drumlanrig', 'duke of queensbury', 'earl of queensberry', 'earl of quinsburgh', 'viscount drumlanrig', 'marques of queensberry', 'list of marquesses of queensberry', 'marchioness of queensberry', 'earls of queensberry', 'earls marquesses and dukes of queensberry', 'list of earls of queensberry', 'lord douglas of hawick and tibberis', 'marquis of queensberry', 'viscount of drumlanrig']",Incorrect,"[[0.6636689305305481, 0.3363310396671295]]"
In which opera does Mimi fall for Rodolfo?," La Boheme
","['la bohème', 'bohemian life', 'schaunard', 'la bohéme', 'boheme', 'bohemians', 'bohéme', 'mimì la bohème', 'che gelida manina', 'rodolfo and mimi', 'la bohême', 'la boheme', 'o soave fanciulla']",Correct,"[[0.8591918349266052, 0.14080816507339478]]"
Kwaito is a music genre which originated in which country?," South Africa
","['zuidafrika', 'azania south africa', 'south africans', 'zuid africa', 'suid africa', 'afrique du sud', 'saffa', 'south africa s', 'third republic south africa', 'ningizimu afrika', 'sou frica', 'iso 3166 1 za', 'soufrica', 'capital of south africa', 's afr', 'seth efrika', 'zuid afrika', 'suid afrika', 'south africaà', 's africa', 'republic of south africa', 'rep of south africa', 'south african', 'beloved country', 'south africa', 'southafrica', 'mzansi', 'republiek van suid afrika']",Correct,"[[0.8820220232009888, 0.11797800660133362]]"
"""What bebopping saxophonist was known as """"Bird""""?"""," Charlie Parker
","['parker charlie bird', 'charlie “bird” parker', 'cool blues', 'charlie 22bird 22 parker', 'charles parker jr', 'charlie parker residence', 'charlie parker septet', 'charlie parker']",Correct,"[[0.8848377466201782, 0.11516223102807999]]"
"""Who plays Gail Platt in the British TV soap opera """"Coronation Street""""?"""," Helen Worth
",['helen worth'],Correct,"[[0.8591918349266052, 0.14080816507339478]]"
What is the total number of grass courts at Wimbledon?,"19
","['19', 'nineteen']",Correct,"[[0.5784481763839722, 0.42155182361602783]]"
The 'Argun' and'Khotan' are rivers in which country?," China
","['中華', 'zhōngguó', 'peoples republic of china', 'chinese people s republic', 'territorial disputes of china', 'people s republic of china', 'zhongguo', 'china peking', 'proc', 'red china modern', 'land of china', 'people s republic of china mainland china', '中華人民共和國', 'zhonghuá rénmín gònghéguó', 'cihna', 'iso 3166 1 cn', 'modern day china', '中国', 'jhongguó', 'pr of c', 'socialist china', 'communist china modern', 'chinese pr', 'p r of china', '中华', 'nation of china', 'prchina', 'pr of china', 'state of china', 'chaina', 'prc china', 'china republic 1949', 'people s republic of china prc', 'people s republic or china', '中华人民共和国', 'china people s republic of', 'zhonghuarenmingongheguo', 'zhongguó', 'sinic', 'china prc', 'zhong guo', 'zhonghua renmin gongheguo', 'red chinese', 'pr china', 'china s', 'chung kuo', 'p r china', 'homes in china', 'p r c', 'china', 'zhonghua renmin gonghe guo', 'china pr', 'people s repuublic of china', '中國', 'china people s republic', 'zhōnghuá rénmín gònghéguó', 'chungkuo', 'prc', 'people republic of china']",Correct,"[[0.7577943801879883, 0.2422056347131729]]"
Which poet wrote the 1817 poem 'So We'll Go No More A-Roving'?," Byron
","['byron george gordon lord', 'george gordon byron 6th baron byron', '6th lord byron', 'byronesque', 'george gordon noel 6th baron byron', 'byron george gordon noel 6th baron byron', 'george gordon noel 6th baron byron byron', 'george byron', 'george gordon baron byron', 'george gordon 6th lord byron', 'noel 6th baron byron', 'george gordon byron byron', 'george gordon lord byron', 'lord george gordon noel byron', 'george byron gordon', 'george gordon byron 6th byron baron', 'george gordon noel', 'byronian', 'byron', 'lord noel byron', 'george gordon byron', 'george gordon 6th baron byron', 'george byron 6th baron byron', 'george gordon byron lord byron', '6th baron byron', 'george gordon noel lord byron', 'george gordon noel byron', 'lord byron george gordon', 'lord george gordon byron', 'george gordon noel byron 6th baron byron', 'george gordon noel byron lord byron', 'lord byron', 'george gordon byron baron byron', 'byronism']",Correct,"[[0.8509647250175476, 0.1490352898836136]]"
Which gas forms approximately 1% of the atmosphere?,"0xygen
","['argon', 'element 18', 'argon hydride', 'e938', '7440 37 1', 'argon gas']",Incorrect,"[[0.18653921782970428, 0.8134608268737793]]"
Who was the first Governor of a southern US state to go on to become President after the Civil War?," Grover Cleveland
","['jimmie carter junior', 'jimmie carter jr', 'james earl carter jr', 'carter jimmie', 'jimi carter', 'james earl carter junior', 'james earl 22jimmie 22 carter junior', 'james e carter jr', 'james earle carter', 'jimmy carter junior', 'james earl 22jimmy 22 carter', 'james e carter', 'why not best', 'james earl 22jimmy 22 carter junior', 'jimmy carter jr', 'jimmy earl carter', 'carter james earl', 'jimmy carter', 'james 22jimmy 22 carter', 'james earl carter', 'james earl jimmy carter', 'jimmie carter', 'carter james earl 22jimmy 22', 'carter james earl 22jimmie 22', 'james earl 22jimmie 22 carter jr', 'carter jimmy', 'james earl 22jimmy 22 carter jr', 'president carter', 'president jimmy carter', '39th president of united states', 'james carter jr', 'jimmy e carter']",Incorrect,"[[0.4756053388118744, 0.524394690990448]]"
"In 2012 , which town became the first in Essex to be granted city status ?"," Chelmsford
","['chelmsford essex', 'chelmsford essex uk', 'weather in chelmsford', 'chelmsford united kingdom', 'municipal borough of chelmsford', 'beaulieu park railway station', 'cm3 postcode', 'meadows shopping centre', 'beaulieu park rail station', 'beaulieu park station', 'newlands spring primary school', 'chelmsford', 'chelmsford england', 'bishops c of e r c primary school', 'beaulieu train station', 'beaulieu park train station', 'beaulieu rail station', 'newlands spring', 'beaulieu railway station', 'beaulieu station']",Correct,"[[0.8272706270217896, 0.17272929847240448]]"
Henry Darnley was the husband of which British monarch?," Mary, Queen of Scots
","['mary i of scotland', 'máiri queen of scots', 'queen of scots mary stewart', 'mary princess of france and scotland', 'mary i scotland', 'mary i queen of scots', 'mary queen of scots', 'maria stuart', 'mary stuart queen of scots', 'mary queen of scotland', 'queen mary i of scotland', 'queen of scots mary', 'queen mary stuart']",Correct,"[[0.7786493301391602, 0.22135069966316223]]"
The sparkling wine called cava originated in which country?," Spain
","['el reino de españa', 'iso 3166 1 es', 'kingdom of spains', 'reino de espana', 'regne d espanha', 'espagna', 'mountains of spain', 'kingdom of spain', 'name of spain', 'etymology of spain', 'regne d espanya', 'spanish kingdom', 'espainiako erresuma', 'reino de españa', 'espanya', 'espańa', 'spanish society', 'islands of spain', 'spain', 'spane', 'espainia', 'españa', 'espana', 'el reino de espana']",Correct,"[[0.8714748620986938, 0.12852513790130615]]"
Suva is the capital of which South Pacific island?," Fiji
","['fidji', 'feejee', 'etymology of fiji', 'fijis', 'tourism in fiji', 'fidji islands', 'chikoba', 'pacific fiji', 'fiji islander', 'republic of fiji islands', 'cannibal isles', 'matanitu tugalala o viti', 'fiji', 'name of fiji', 'holidays in fiji', 'ripablik ăph phījī', 'fiji island', 'sovereign democratic republic of fiji', 'matanitu ko viti', 'fiji islands', 'fiji archipelago', 'iso 3166 1 fj', 'fiji s', 'republic of fiji', 'fijian islands']",Correct,"[[0.9130582809448242, 0.08694165199995041]]"
"Which element, discovered by Nicolas Vauquelin in 1797, has the atomic number 24. Its name is derived from the Greek word for colour?","	Chromium
","['chromium iii', 'element 24', 'chronium', 'dichromium', 'chromium compounds', 'chromium', 'chromium element', 'cromium']",Correct,"[[0.8283842206001282, 0.1716158092021942]]"
Which German developed the concept of the kindergarten?," Froebel
","['friedrich fröebel', 'fröbelian', 'froebel', 'friedrich wilhelm august fröbel', 'friedrich wilhelm august froebel', 'friedrich frobel', 'friedrich fröbel', 'froebelian', 'fröbel friedrich', 'friedrich wilhelm august frobel', 'friedrich froebel']",Correct,"[[0.7799928784370422, 0.22000709176063538]]"
What is the capital of Jersey?," St Helier
","['saint hélier', 'st hellier', 'st heliers', 'saint helier jersey', 'capital of jersey', 'saint helier', 'st helier', 'saint elier', 'st hélyi']",Correct,"[[0.9145963191986084, 0.08540366590023041]]"
"""""""The Blinding of Samson"""" in 1636"""", """"Cottages Before a Stormy Sky"""" in 1641 and """"The Jewish Bride"""" in 1665 are all works by which famous artist ?"""," Rembrandt
","['rembrandt harmenszoon van ryn', 'rembrandt van rijn', 'van rejn', 'rembrand van rijn', 'rembrant', 'rembrand', 'reimbrond vainrein', 'rembrandt', 'rembrandt van riji', 'rembrandt harmenzsoon van rijn', 'rembrandt harmensz van rijn', 'remberandt', 'rembrandt harmenszoon van rijn', 'rembrant van rijn']",Correct,"[[0.8615382313728333, 0.13846179842948914]]"
The international car number plate GBZ represents where?," Gibraltar
","['list of cities in gibraltar', 'gibraltar', 'army of gibraltar', 'gibralter', 'wildlife of gibraltar', 'iso 3166 1 gi', 'gibraltar 300', 'jabal al tāriq', 'jabal tariq', 'name of gibraltar', 'weather in gibraltar', 'gibralta', 'gibraltar geography', 'gibraltor', 'gibraltar east', 'geography of gibraltar', 'cebelitarık', 'girbraltar', 'conscription in gibraltar', 'جبل طارق', 'gilbraltar', 'europe gibraltar', 'health in gibraltar', 'gibraltar military', 'capital of gibraltar', 'gibraltar transnational issues', 'protestantism in gibraltar', 'list of towns in gibraltar', 'fauna of gibraltar', 'jabal al tariq', 'gilbratar', 'gibraltar history', 'air force of gibraltar', 'gibilterra', 'gebel al tarik', 'gibraltar gibraltar', 'flora of gibraltar', 'military of gibraltar']",Correct,"[[0.8300437331199646, 0.169956237077713]]"
Which actor plays the title role in the ITV series Monroe?," James Nesbitt
","['jimmy nesbitt', 'jimmy nesbit', 'james nesbit', 'james nesbitt']",Correct,"[[0.8289388418197632, 0.1710612028837204]]"
"The Buckingham Fountain, built in 1927, is in which US city?"," Chicago
","['sayre language academy', 'chicago transportation committee', 'chicago illinois u s', 'sister cities of chicago', 'sister cities chicago', 'transport in chicago', 'chicago illinois', 'chicago illinois usa', 'chi town', 'hog butcher for world', 'religion in chicago', 'chicago', 'chicago wi', 'near north montessori', 'un locode uschi', 'city of broad shoulders', 'chicago theatre', 'chicago usa', 'uschi', 'chicago il', 'city of chicago', 'chicago finance committee', 'list of sister cities of chicago', 'chi beria', 'weather in chicago', 'chicago wisconsin', 'land of smelly onions', 'ariel community academy', 'chicago theater scene', 'chicago united states', 'paris of america', 'chicago illionis', 'chicago illinois united states', 'chcago', 'chi city', 'chicago illinois us', 'performing arts in chicago', 'chicago theatre scene', 'chichago', 'chicago ill', 'city of chicago illinois']",Correct,"[[0.9246877431869507, 0.0753123089671135]]"
What 2003 mystery-detective novel by Dan Brown has been denounced as an attack on the Catholic Church and criticised for historical and scientific inaccuracy?," The Da Vinci Code
","['priory of sion in da vinci code', 'davinci code novel', 'da vinci code novel', 'o draconian devil', 'oh lame saint', 'da vinci code paintings', 'bibliography of da vinci code', 'da vinci code', 'divinci code', 'depository bank of zurich', 'davinci code', 'con of man', 'de vinci code']",Correct,"[[0.8868131041526794, 0.11318691074848175]]"
"In the Bible, who succeeded David as King of the Israelites?"," Solomon
","['shelomo', 'solomon wise', 'king solomon', 'שְׁלֹמֹה', 'suleiman bin daoud', 'biblical account of king solomon', 'solomon ancient', 'سليمان', 'solomon', 'soloman', 'solomon great', 'shelomoh', 'schlomo']",Correct,"[[0.8921873569488525, 0.10781263560056686]]"
What sea lies between Italy and Croatia?," Adriatic
","['jadransko more', 'pollution of adriatic sea', 'adriatic coast', 'mare hadriaticum', 'adriatic sea', 'jadransko morje', 'adriatic']",Correct,"[[0.9111796617507935, 0.08882028609514236]]"
Whose madness presumably came about as the result of inhaling mercury fumes?," Friedrich August Fliegner
","['mad hatter', 'mad hatter disambiguation']",Incorrect,"[[0.2393493503332138, 0.7606506943702698]]"
"Which US President was assassinated by Leon Frank Czolgosz at the Temple of Music at the Pan-American Exposition in Buffalo, New York?","22nd - McKinley
","['william mckinley jr', 'mckinleynomics', 'president mckinley', 'william mckinnley', 'presidency of william mckinley', 'w mckinley', 'william mckinley politician', '25th president of united states', 'mckinley william', 'william mckinley', 'president william mckinley', 'mckinley administration', 'william m kinley']",Incorrect,"[[0.5224458575248718, 0.47755417227745056]]"
"The Fox Islands, Islands of Four Mountains, Andreanof Islands, Rat Islands, Buldir Island, Commander Islands and Near Islands are all part of which island chain?"," Aleutian Islands
","['catherine archipelago', 'aleutian islands', 'aluetian islands', 'aleutian archipelago', 'aluetion islands', 'aleutian islands national wildlife refuge', 'alution islands', 'aleutian chain', 'aleutians', 'aleutine', 'aleutian island', 'aleutian islands alaska', 'aleutian island chain', 'aleutian islands tundra']",Correct,"[[0.8300437331199646, 0.169956237077713]]"
What art movement was started by Georges Braque and Pablo Picasso?," Cubism
","['cubist artist', 'cubist', 'cubist painting', 'synthetic cubism', 'analytical cubism', 'multiple perspective', 'cubistic', 'cubism', 'analytic cubism', 'cubists']",Correct,"[[0.9334307909011841, 0.06656918674707413]]"
Who wrote the Mallens series of books?,"	Catherine Cookson
","['bill bailey trilogy', 'catherine ann davies', 'catherine marchant', 'katie mcmullen', 'catherine ann mcmullen', 'mary ann shaughnessy', 'tilly trotter', 'dame catherine cookson', 'catherine cookson']",Correct,"[[0.6918097138404846, 0.3081902265548706]]"
"""Which Shakespeare play opens with the line, """"If music be the food of love, play on""""?""","12th Night
","['twelfth night', 'twelth night', 'twelfth night play', 'twelfth nights', 'twelfth night or what you will', '12th night', 'twelfth knight', 'curio twelfth night', '12th night or what you will', 'twelfe night', 'twelf night']",Correct,"[[0.5165954232215881, 0.4834045171737671]]"
What was the family name of Frank and his six children in the Channel 4 TV series Shameless?," Gallagher
","['goligher', 'gallagher', 'o gallachoir', 'gallagher disambiguation', 'gallaugher']",Correct,"[[0.9063219428062439, 0.09367799758911133]]"
In which year was Britain's first adhesive postage stamp the Penny Black issued?,"1840
","['one thousand eight hundred and forty', '1840']",Correct,"[[0.6800292134284973, 0.3199707269668579]]"
