question,answer,normalized_aliases,accurate_judgement,logits
"According to Zuzu Bailey, what happens every time a bell rings?"," An angel gets his wings.
",['angel gets his wings'],Correct,"[[0.3593641519546509, 0.6406359076499939]]"
English physician John Snow successfully traced the outbreak of what disease to a water pump?,"1854 cholera epidemic
","['cholera', 'cholera outbreak', 'asiatic cholera', 'cholera asiatica', 'epidemic cholera']",Incorrect,"[[0.2766905426979065, 0.7233095169067383]]"
Which fictional detective lived at 56b Whitehaven Mansions?," Sherlock Holmes
","['hercule poirot', 'agatha christie hercule poirot', 'poirot', 'miss lemon', 'felicity lemon', 'hercules poirot', 'little grey cells', 'poriot']",Incorrect,"[[0.9149009585380554, 0.08509904891252518]]"
"Which Marquis, are the rules that govern the sport of boxing, named after?"," Queenberry
","['marquis of queensbury', 'marquises of queensberry', 'marquess of queensberry', 'lord drumlanrig', 'marquess of queensbury', 'baron drumlanrig', 'duke of queensbury', 'earl of queensberry', 'earl of quinsburgh', 'viscount drumlanrig', 'marques of queensberry', 'list of marquesses of queensberry', 'marchioness of queensberry', 'earls of queensberry', 'earls marquesses and dukes of queensberry', 'list of earls of queensberry', 'lord douglas of hawick and tibberis', 'marquis of queensberry', 'viscount of drumlanrig']",Incorrect,"[[0.21733751893043518, 0.7826625108718872]]"
In which opera does Mimi fall for Rodolfo?," La Boheme
","['la bohème', 'bohemian life', 'schaunard', 'la bohéme', 'boheme', 'bohemians', 'bohéme', 'mimì la bohème', 'che gelida manina', 'rodolfo and mimi', 'la bohême', 'la boheme', 'o soave fanciulla']",Correct,"[[0.9591543078422546, 0.04084571450948715]]"
Kwaito is a music genre which originated in which country?," South Africa
","['zuidafrika', 'azania south africa', 'south africans', 'zuid africa', 'suid africa', 'afrique du sud', 'saffa', 'south africa s', 'third republic south africa', 'ningizimu afrika', 'sou frica', 'iso 3166 1 za', 'soufrica', 'capital of south africa', 's afr', 'seth efrika', 'zuid afrika', 'suid afrika', 'south africaà', 's africa', 'republic of south africa', 'rep of south africa', 'south african', 'beloved country', 'south africa', 'southafrica', 'mzansi', 'republiek van suid afrika']",Correct,"[[0.9582260847091675, 0.04177388176321983]]"
"""What bebopping saxophonist was known as """"Bird""""?"""," Charlie Parker
","['parker charlie bird', 'charlie “bird” parker', 'cool blues', 'charlie 22bird 22 parker', 'charles parker jr', 'charlie parker residence', 'charlie parker septet', 'charlie parker']",Correct,"[[0.9732407331466675, 0.026759283617138863]]"
"""Who plays Gail Platt in the British TV soap opera """"Coronation Street""""?"""," Helen Worth
",['helen worth'],Correct,"[[0.8568122982978821, 0.14318770170211792]]"
What is the total number of grass courts at Wimbledon?,"19
","['19', 'nineteen']",Correct,"[[0.45713672041893005, 0.5428633093833923]]"
The 'Argun' and'Khotan' are rivers in which country?," China
","['中華', 'zhōngguó', 'peoples republic of china', 'chinese people s republic', 'territorial disputes of china', 'people s republic of china', 'zhongguo', 'china peking', 'proc', 'red china modern', 'land of china', 'people s republic of china mainland china', '中華人民共和國', 'zhonghuá rénmín gònghéguó', 'cihna', 'iso 3166 1 cn', 'modern day china', '中国', 'jhongguó', 'pr of c', 'socialist china', 'communist china modern', 'chinese pr', 'p r of china', '中华', 'nation of china', 'prchina', 'pr of china', 'state of china', 'chaina', 'prc china', 'china republic 1949', 'people s republic of china prc', 'people s republic or china', '中华人民共和国', 'china people s republic of', 'zhonghuarenmingongheguo', 'zhongguó', 'sinic', 'china prc', 'zhong guo', 'zhonghua renmin gongheguo', 'red chinese', 'pr china', 'china s', 'chung kuo', 'p r china', 'homes in china', 'p r c', 'china', 'zhonghua renmin gonghe guo', 'china pr', 'people s repuublic of china', '中國', 'china people s republic', 'zhōnghuá rénmín gònghéguó', 'chungkuo', 'prc', 'people republic of china']",Correct,"[[0.9219217896461487, 0.07807816565036774]]"
Which poet wrote the 1817 poem 'So We'll Go No More A-Roving'?," Byron
","['byron george gordon lord', 'george gordon byron 6th baron byron', '6th lord byron', 'byronesque', 'george gordon noel 6th baron byron', 'byron george gordon noel 6th baron byron', 'george gordon noel 6th baron byron byron', 'george byron', 'george gordon baron byron', 'george gordon 6th lord byron', 'noel 6th baron byron', 'george gordon byron byron', 'george gordon lord byron', 'lord george gordon noel byron', 'george byron gordon', 'george gordon byron 6th byron baron', 'george gordon noel', 'byronian', 'byron', 'lord noel byron', 'george gordon byron', 'george gordon 6th baron byron', 'george byron 6th baron byron', 'george gordon byron lord byron', '6th baron byron', 'george gordon noel lord byron', 'george gordon noel byron', 'lord byron george gordon', 'lord george gordon byron', 'george gordon noel byron 6th baron byron', 'george gordon noel byron lord byron', 'lord byron', 'george gordon byron baron byron', 'byronism']",Correct,"[[0.6943026781082153, 0.30569732189178467]]"
Which gas forms approximately 1% of the atmosphere?,"0xygen
","['argon', 'element 18', 'argon hydride', 'e938', '7440 37 1', 'argon gas']",Incorrect,"[[0.4493926465511322, 0.5506073832511902]]"
Who was the first Governor of a southern US state to go on to become President after the Civil War?," Grover Cleveland
","['jimmie carter junior', 'jimmie carter jr', 'james earl carter jr', 'carter jimmie', 'jimi carter', 'james earl carter junior', 'james earl 22jimmie 22 carter junior', 'james e carter jr', 'james earle carter', 'jimmy carter junior', 'james earl 22jimmy 22 carter', 'james e carter', 'why not best', 'james earl 22jimmy 22 carter junior', 'jimmy carter jr', 'jimmy earl carter', 'carter james earl', 'jimmy carter', 'james 22jimmy 22 carter', 'james earl carter', 'james earl jimmy carter', 'jimmie carter', 'carter james earl 22jimmy 22', 'carter james earl 22jimmie 22', 'james earl 22jimmie 22 carter jr', 'carter jimmy', 'james earl 22jimmy 22 carter jr', 'president carter', 'president jimmy carter', '39th president of united states', 'james carter jr', 'jimmy e carter']",Incorrect,"[[0.581303060054779, 0.41869691014289856]]"
"In 2012 , which town became the first in Essex to be granted city status ?"," Chelmsford
","['chelmsford essex', 'chelmsford essex uk', 'weather in chelmsford', 'chelmsford united kingdom', 'municipal borough of chelmsford', 'beaulieu park railway station', 'cm3 postcode', 'meadows shopping centre', 'beaulieu park rail station', 'beaulieu park station', 'newlands spring primary school', 'chelmsford', 'chelmsford england', 'bishops c of e r c primary school', 'beaulieu train station', 'beaulieu park train station', 'beaulieu rail station', 'newlands spring', 'beaulieu railway station', 'beaulieu station']",Correct,"[[0.7025300860404968, 0.29746994376182556]]"
Henry Darnley was the husband of which British monarch?," Mary, Queen of Scots
","['mary i of scotland', 'máiri queen of scots', 'queen of scots mary stewart', 'mary princess of france and scotland', 'mary i scotland', 'mary i queen of scots', 'mary queen of scots', 'maria stuart', 'mary stuart queen of scots', 'mary queen of scotland', 'queen mary i of scotland', 'queen of scots mary', 'queen mary stuart']",Correct,"[[0.8300437331199646, 0.169956237077713]]"
The sparkling wine called cava originated in which country?," Spain
","['el reino de españa', 'iso 3166 1 es', 'kingdom of spains', 'reino de espana', 'regne d espanha', 'espagna', 'mountains of spain', 'kingdom of spain', 'name of spain', 'etymology of spain', 'regne d espanya', 'spanish kingdom', 'espainiako erresuma', 'reino de españa', 'espanya', 'espańa', 'spanish society', 'islands of spain', 'spain', 'spane', 'espainia', 'españa', 'espana', 'el reino de espana']",Correct,"[[0.9241418242454529, 0.07585818320512772]]"
Suva is the capital of which South Pacific island?," Fiji
","['fidji', 'feejee', 'etymology of fiji', 'fijis', 'tourism in fiji', 'fidji islands', 'chikoba', 'pacific fiji', 'fiji islander', 'republic of fiji islands', 'cannibal isles', 'matanitu tugalala o viti', 'fiji', 'name of fiji', 'holidays in fiji', 'ripablik ăph phījī', 'fiji island', 'sovereign democratic republic of fiji', 'matanitu ko viti', 'fiji islands', 'fiji archipelago', 'iso 3166 1 fj', 'fiji s', 'republic of fiji', 'fijian islands']",Correct,"[[0.944587230682373, 0.05541279539465904]]"
"Which element, discovered by Nicolas Vauquelin in 1797, has the atomic number 24. Its name is derived from the Greek word for colour?","	Chromium
","['chromium iii', 'element 24', 'chronium', 'dichromium', 'chromium compounds', 'chromium', 'chromium element', 'cromium']",Correct,"[[0.6150878667831421, 0.3849121630191803]]"
Which German developed the concept of the kindergarten?," Froebel
","['friedrich fröebel', 'fröbelian', 'froebel', 'friedrich wilhelm august fröbel', 'friedrich wilhelm august froebel', 'friedrich frobel', 'friedrich fröbel', 'froebelian', 'fröbel friedrich', 'friedrich wilhelm august frobel', 'friedrich froebel']",Correct,"[[0.8221890926361084, 0.17781086266040802]]"
What is the capital of Jersey?," St Helier
","['saint hélier', 'st hellier', 'st heliers', 'saint helier jersey', 'capital of jersey', 'saint helier', 'st helier', 'saint elier', 'st hélyi']",Correct,"[[0.9489172697067261, 0.05108273774385452]]"
"""""""The Blinding of Samson"""" in 1636"""", """"Cottages Before a Stormy Sky"""" in 1641 and """"The Jewish Bride"""" in 1665 are all works by which famous artist ?"""," Rembrandt
","['rembrandt harmenszoon van ryn', 'rembrandt van rijn', 'van rejn', 'rembrand van rijn', 'rembrant', 'rembrand', 'reimbrond vainrein', 'rembrandt', 'rembrandt van riji', 'rembrandt harmenzsoon van rijn', 'rembrandt harmensz van rijn', 'remberandt', 'rembrandt harmenszoon van rijn', 'rembrant van rijn']",Correct,"[[0.9343951344490051, 0.06560483574867249]]"
The international car number plate GBZ represents where?," Gibraltar
","['list of cities in gibraltar', 'gibraltar', 'army of gibraltar', 'gibralter', 'wildlife of gibraltar', 'iso 3166 1 gi', 'gibraltar 300', 'jabal al tāriq', 'jabal tariq', 'name of gibraltar', 'weather in gibraltar', 'gibralta', 'gibraltar geography', 'gibraltor', 'gibraltar east', 'geography of gibraltar', 'cebelitarık', 'girbraltar', 'conscription in gibraltar', 'جبل طارق', 'gilbraltar', 'europe gibraltar', 'health in gibraltar', 'gibraltar military', 'capital of gibraltar', 'gibraltar transnational issues', 'protestantism in gibraltar', 'list of towns in gibraltar', 'fauna of gibraltar', 'jabal al tariq', 'gilbratar', 'gibraltar history', 'air force of gibraltar', 'gibilterra', 'gebel al tarik', 'gibraltar gibraltar', 'flora of gibraltar', 'military of gibraltar']",Correct,"[[0.6132365465164185, 0.38676345348358154]]"
Which actor plays the title role in the ITV series Monroe?," James Nesbitt
","['jimmy nesbitt', 'jimmy nesbit', 'james nesbit', 'james nesbitt']",Correct,"[[0.5292633771896362, 0.4707365930080414]]"
"The Buckingham Fountain, built in 1927, is in which US city?"," Chicago
","['sayre language academy', 'chicago transportation committee', 'chicago illinois u s', 'sister cities of chicago', 'sister cities chicago', 'transport in chicago', 'chicago illinois', 'chicago illinois usa', 'chi town', 'hog butcher for world', 'religion in chicago', 'chicago', 'chicago wi', 'near north montessori', 'un locode uschi', 'city of broad shoulders', 'chicago theatre', 'chicago usa', 'uschi', 'chicago il', 'city of chicago', 'chicago finance committee', 'list of sister cities of chicago', 'chi beria', 'weather in chicago', 'chicago wisconsin', 'land of smelly onions', 'ariel community academy', 'chicago theater scene', 'chicago united states', 'paris of america', 'chicago illionis', 'chicago illinois united states', 'chcago', 'chi city', 'chicago illinois us', 'performing arts in chicago', 'chicago theatre scene', 'chichago', 'chicago ill', 'city of chicago illinois']",Correct,"[[0.9713473320007324, 0.028652669861912727]]"
What 2003 mystery-detective novel by Dan Brown has been denounced as an attack on the Catholic Church and criticised for historical and scientific inaccuracy?," The Da Vinci Code
","['priory of sion in da vinci code', 'davinci code novel', 'da vinci code novel', 'o draconian devil', 'oh lame saint', 'da vinci code paintings', 'bibliography of da vinci code', 'da vinci code', 'divinci code', 'depository bank of zurich', 'davinci code', 'con of man', 'de vinci code']",Correct,"[[0.9161096215248108, 0.0838903859257698]]"
"In the Bible, who succeeded David as King of the Israelites?"," Solomon
","['shelomo', 'solomon wise', 'king solomon', 'שְׁלֹמֹה', 'suleiman bin daoud', 'biblical account of king solomon', 'solomon ancient', 'سليمان', 'solomon', 'soloman', 'solomon great', 'shelomoh', 'schlomo']",Correct,"[[0.9606574773788452, 0.03934250399470329]]"
What sea lies between Italy and Croatia?," Adriatic
","['jadransko more', 'pollution of adriatic sea', 'adriatic coast', 'mare hadriaticum', 'adriatic sea', 'jadransko morje', 'adriatic']",Correct,"[[0.9492946267127991, 0.05070536211133003]]"
Whose madness presumably came about as the result of inhaling mercury fumes?," Friedrich August Fliegner
","['mad hatter', 'mad hatter disambiguation']",Incorrect,"[[0.0838903859257698, 0.9161096215248108]]"
"Which US President was assassinated by Leon Frank Czolgosz at the Temple of Music at the Pan-American Exposition in Buffalo, New York?","22nd - McKinley
","['william mckinley jr', 'mckinleynomics', 'president mckinley', 'william mckinnley', 'presidency of william mckinley', 'w mckinley', 'william mckinley politician', '25th president of united states', 'mckinley william', 'william mckinley', 'president william mckinley', 'mckinley administration', 'william m kinley']",Incorrect,"[[0.44167301058769226, 0.5583270192146301]]"
"The Fox Islands, Islands of Four Mountains, Andreanof Islands, Rat Islands, Buldir Island, Commander Islands and Near Islands are all part of which island chain?"," Aleutian Islands
","['catherine archipelago', 'aleutian islands', 'aluetian islands', 'aleutian archipelago', 'aluetion islands', 'aleutian islands national wildlife refuge', 'alution islands', 'aleutian chain', 'aleutians', 'aleutine', 'aleutian island', 'aleutian islands alaska', 'aleutian island chain', 'aleutian islands tundra']",Correct,"[[0.8933094143867493, 0.10669060051441193]]"
What art movement was started by Georges Braque and Pablo Picasso?," Cubism
","['cubist artist', 'cubist', 'cubist painting', 'synthetic cubism', 'analytical cubism', 'multiple perspective', 'cubistic', 'cubism', 'analytic cubism', 'cubists']",Correct,"[[0.9799765348434448, 0.020023442804813385]]"
Who wrote the Mallens series of books?,"	Catherine Cookson
","['bill bailey trilogy', 'catherine ann davies', 'catherine marchant', 'katie mcmullen', 'catherine ann mcmullen', 'mary ann shaughnessy', 'tilly trotter', 'dame catherine cookson', 'catherine cookson']",Correct,"[[0.5019530653953552, 0.4980468451976776]]"
"""Which Shakespeare play opens with the line, """"If music be the food of love, play on""""?""","12th Night
","['twelfth night', 'twelth night', 'twelfth night play', 'twelfth nights', 'twelfth night or what you will', '12th night', 'twelfth knight', 'curio twelfth night', '12th night or what you will', 'twelfe night', 'twelf night']",Correct,"[[0.6513549089431763, 0.3486451804637909]]"
What was the family name of Frank and his six children in the Channel 4 TV series Shameless?," Gallagher
","['goligher', 'gallagher', 'o gallachoir', 'gallagher disambiguation', 'gallaugher']",Correct,"[[0.9334307909011841, 0.06656918674707413]]"
In which year was Britain's first adhesive postage stamp the Penny Black issued?,"1840
","['one thousand eight hundred and forty', '1840']",Correct,"[[0.8940516710281372, 0.10594828426837921]]"
Rose-Red is whose sister in the German fairy tale?," Snow White
","['show white and seven dwarves', 'snow white', 'snowwhite', 'schneewittchen und die sieben zwerge', 'mirror mirror on wall', 'schneewittchen', 'snow white and seven dwarfs', 'seven dwarves', 'snow white other stories', 'sneewittchen', 'snowhite', 'snow white character']",Correct,"[[0.7786493301391602, 0.22135069966316223]]"
Florence Nightingale Graham is better known to hundreds of women shoppers as who," Elizabeth Arden
","['florence graham', 'florence nightingale graham', 'elizabeth arden']",Correct,"[[0.8749346137046814, 0.1250653862953186]]"
Which nanny did Julie Andrews win an Oscar for playing?," Mary Poppins
","['marry poppins', 'mrs winifred banks', 'mr george banks', 'bert mary poppins', 'mary popins', 'winifred banks', 'mrs george banks', 'mary poppins', '17 cherry tree lane']",Correct,"[[0.957912266254425, 0.04208773002028465]]"
Which group was formed by Billy Connolly and Gerry Rafferty?,"5000 Volts
",['humblebums'],Incorrect,"[[0.040237944573163986, 0.9597620368003845]]"
A tragedy written early in the career of William Shakespeare about two young star-crossed lovers whose deaths ultimately reconcile their feuding families?," Romeo and Juliet
","['juliet and romeo opera', 'most excellent and lamentable tragedy of romeo and juliet', 'montague and capulet', 'romeo and julet', 'tragedy of romeo juliet', 'romeo and julia', 'romeo and juiliet', 'romeo and juliet', 'most excellent and lamentable tragedie of romeo and iuliet', 'romeo and juilet', 'romio and julliet', 'tragedy of romeo and juliet', 'romeo juliet', 'romeo and juliette', 'romeo and iuliet', 'romeo juliet act 5', 'tragedy romeo and juliet', 'romeo and juliet conflicts', 'escalus', 'romeo and juliet play', 'romeo juliette', 'plague on both your houses']",Correct,"[[0.970687747001648, 0.02931223064661026]]"
Who is the current presenter of Radio 4s 'Desert Island Discs',"	Kirsty Young
",['kirsty young'],Correct,"[[0.5175709128379822, 0.4824291467666626]]"
"Who was the 27th US President, assuming power in 1909?"," William Howard Taft
","['taft president', 'william h taft', 'presidency of william howard taft', 'billy possum', 'big bill taft', 'william howard taft', 'william taft', 'wh taft', 'president taft', 'willliam howard taft', 'w h taft', '27th president of united states', 'howard taft', 'justice taft', 'chief justice taft', 'willliam h taft', 'taft administration']",Correct,"[[0.8233283758163452, 0.1766715943813324]]"
"""According to Greek mythology, """"Hope"""" was the only thing left in what container after it had been opened?"""," Pandora's Box
","['box of pandora', 'pandora s box mythology', 'pandoras jar', 'pandora s box story', 'pandora s jar', 'pandora box', 'pandoras box', 'pandora s vase', 'pandora s box']",Correct,"[[0.8558511734008789, 0.14414885640144348]]"
Which company makes 'Angel' perfume?," Thierry Mugler
","['mugler', 'thierry mugler']",Correct,"[[0.4882833957672119, 0.5117166042327881]]"
A campanile is built to contain what?,"5 bells
","['bells', 'bells disambiguation']",Incorrect,"[[0.24077460169792175, 0.7592254281044006]]"
The capital city of which European country lies on the River Ljubljanica?,"	Slovenia
","['republika slovenija', 'slovenija', 'slovenia general slovenia', 'christianity in slovenia', 'republic of slovenia', 'eslovênia', 'slovenia', 'szlovenia', 'iso 3166 1 si', 'slovenian', 'slovenie', 'slovénie', 'eslovenia', 'szlovénia', 'slowenia']",Correct,"[[0.6460136771202087, 0.35398629307746887]]"
"Featuring prominently in the new Pirates of the Caribbean movie, the pirate Edward Teach is better known by what name?"," Blackbeard
","['blackbeard', 'teach edward', 'edward thatch', 'ed teach', 'black beard', 'edward teach', 'captain blackbeard']",Correct,"[[0.966156005859375, 0.03384403884410858]]"
With which re-released song did The Bluebells have a number one hit in 1993?," Young At Heart
","['young at heart album', 'young at heart film', 'young at heart movie', 'young at heart', 'young at heart disambiguation', 'young at heart song']",Correct,"[[0.4804787039756775, 0.5195213556289673]]"
In the nursery rhyme ‘Sing a Song of Sixpence’ how many blackbirds were baked in a pie?,"4 and 20
","['twenty four', '24']",Incorrect,"[[0.33111974596977234, 0.66888028383255]]"
"""Which Russian composer wrote the ballets """"The Firebird"""", """"Petrouchka"""" and """"the Rite of Spring""""?"""," Igor Stravinsky
","['strawinsky', 'igor fedorovich stravinsky', 'stravinskij', 'igor fyodorovich stravinskij', 'stravinsky igor fedorovich', 'stravinsky', 'igor strawinsky', 'strawinski', 'igor stravinskij', 'stravinski', 'stravinksy', 'igor fydorovich stravinsky', 'stravinsky igor', 'igor fyodorovitch stravinsky', 'igor stravinsky', 'katerina nossenko', 'igor stravinski', 'игорь фёдорович стравинский', 'igor fyodorovich stravinsky', 'igor fëdorovič stravinskij']",Correct,"[[0.9178933501243591, 0.08210662752389908]]"
Who was the father of Queen Elizabeth II?," George VI
","['albert of wales', 'prince albert duke of york', 'king george v1', 'george vi of scotland', 'george vi of great britain and ireland', 'hm king george vi', 'gvir', 'albert of cornwall', 'albert frederick arthur george', 'prince albert of cornwall and york', 'george vi of britain', 'george vi of great britain', 'george vi of ireland', 'albert of york', 'albert of cornwall and york', 'king george 6th', 'george vi of england', 'george sixth', 'prince albert of cornwall', 'prince albert of york', 'albert duke of york', 'george vi', 'george vi king of england', 'george vi of uk', 'prince albert of wales', 'george vi of united kingdom', 'george vi of india', 'king george vi', 'george vi emperor', 'george vi of canada', 'king george vi of united kingdom']",Correct,"[[0.9184802770614624, 0.08151975274085999]]"
The name of which mammal comes from the Afrikaans for 'earth pig'?," Meerkat
","['aardwark', 'ardvark', 'aardvarks', 'aardvarc', 'aardvarken', 'aadvark', 'aardvark word', 'orycteropus afer', 'aardvark', 'aadrvark', 'aardvaark', 'earth pig', 'cape ant eater', 'aardvork']",Incorrect,"[[0.9066531658172607, 0.09334687888622284]]"
"Which historical character has been played in film by Norma Shearer (1938), Jane Seymour (1989) and Kirsten Dunst (2006)?"," Marie Antoinette
","['marie antoinette of france', 'marie of antoinette', 'marie antoinette de habsbourg lorraine', 'queen marie antoinette', 'maria antonia archduchess of austria', 'maria antonia josepha johanna', 'l autrichienne person', 'madame deficit', 'marie antoinette', 'archduchess maria antonia of austria', 'maria antonia josefa johanna von habsburg lothringen', 'queen marie antoinette of france', 'marie antoinette de lorraine d autriche', 'marie antoinette de lorraine', 'excecution of marie antoinette', 'madam deficit', 'widow capet', 'miss antoinette', 'marie antoinette d autriche', 'marie antoinette archduchess of austria', 'marie antionette', 'marie antoinette of austria']",Correct,"[[0.7534666657447815, 0.2465333491563797]]"
"Due to his small stature and looks, 1930s murder and bank robber George Nelson was commonly known by what nickname?"," Baby Face
","['babyfaceness', 'baby face', 'babyface', 'babyface disambiguation']",Correct,"[[0.7839884757995605, 0.21601153910160065]]"
"What was the surname of the poet Dante, author of the Divine Comedy?"," Alighieri
","['dante aligheri', 'dante alleghieri', 'dante alighieri s', 'alighieri', 'dantean', 'durante degli alighieri', 'dante alghieri', 'supreme poet', 'dante', 'alighieri dante', 'durante alighieri', 'fedeli d amore', 'dante alighieri', 'father of italian language', 'il sommo poeta']",Correct,"[[0.7248703241348267, 0.2751297354698181]]"
Which company owns British Gas?," Centrica
","['centrica plc', 'centrica', 'centrica energy', 'nwy prydain']",Correct,"[[0.9039745330810547, 0.0960254892706871]]"
Which Pacific Island is known as Rapa Nui to the local inhabitants?," Easter Island
","['luz zasso paoa', 'easter island', 'paasch eyland', 'isla de pascua province', 'te pito o te henua', 'climate of easter island', 'easter islands', 'easterisland', 'culture of easter island', 'geology of easter island', 'chilean polynesia', 'government of easter island', 'ecology of easter island', 'transport in easter island', 'demographics of easter island', 'big rapa', 'rapa nui and sala y gomez subtropical broadleaf forests', 'isla de pascua', 'ahu easter island', 'easter islanders', 'geography of easter island', 'rapa nui', 'easter isle']",Correct,"[[0.9515040516853333, 0.048496004194021225]]"
"""The name of which moist Welsh Bread literally means """"speckled bread"""" referring to the fruit it contains?"""," Bara Brith
",['bara brith'],Correct,"[[0.8333246111869812, 0.16667540371418]]"
in popular literature who is the most well known herbalist in Shrewsbury?," Brother Cadfael
","['cadfael', 'list of cadfael episodes', 'brother cadfael', 'cadfile']",Correct,"[[0.7325918078422546, 0.267408162355423]]"
Which Soviet leader preceded Yuri Andropov?," Leonid Brezhnev
","['leonid iljic breznev', 'leonid i brezhnev', 'leonid brezhnev', 'леони́д ильи́ч бре́жнев', 'leonid ilych brezhnev', 'leonid iljič brežnev', 'leonid breznev', 'breznev', 'leonid brežnev', 'brezhnev', 'l i brezhnev', 'breshnev', 'brezhnev leonid ilyich', 'brežněv', 'leonid ilyich brezhnev', 'leonid breshnev', 'breshneu', 'leonid brezhnev disambiguation', 'leonid ilich brezhnev', 'brezhnevian', 'brechnev', 'brejnev', 'leonid iljitsch breschnew', 'leonid brezhniev']",Correct,"[[0.8311430811882019, 0.16885696351528168]]"
"""According to Kenneth Graham (in Wind in the Willows) there is """"nothing - absolutely nothing half so much worth doing as ..."""" what?"""," Messing about in boats""
",['simply messing about in boats'],Incorrect,"[[0.5117166042327881, 0.4882833957672119]]"
"The Nazca Plate, part of the earth's lithosphere, lies under which ocean?"," Pacific
","['eastern pacific ocean', 'oceanum pacificum', 'north pacific', 'pacific basin', 'mid pacific', 'west pacific', 'eastern pacific', 'southern pacific ocean', 'tepre pacificum', 'pacific oceans', 'mar del sur', 'peaceful sea', 'east pacific', 'sea of magellan', 'pacific region', 'pacific ocean', 'south western pacific', 'north pacific fisheries', 'great south sea', 'south pacific ocean', 'western pacific ocean', 'north pacific ocean', 'pacific']",Correct,"[[0.907967209815979, 0.09203287214040756]]"
Hangi is a traditional New Zealand Maori method of cooking using a?," Earth oven
","['pit', 'pits', 'pit disambiguation']",Incorrect,"[[0.6909762620925903, 0.3090237081050873]]"
Which parallel forms much of the border between Canada and the USA?,"49th parallel
","['tgfm', 'at least we re not mississippi', '49th', 'thank god for mississippi']",Incorrect,"[[0.46490156650543213, 0.5350984334945679]]"
"In the soap opera, The Colbys, which Hollywood legend played Jason Colby?"," Charlton Heston
","['charleston heston', 'carlton heston', 'holly rochell', 'john charles carter', 'holly heston rochell', 'charlton heston', 'holly heston', 'heston charlton', 'charleton heston', 'chuck heston']",Correct,"[[0.5851011276245117, 0.4148988425731659]]"
"Which song from the 1934 film ‘The Gay Divorcee’, starring Fred Astaire and Ginger Rogers, won the first Academy Award for Best Original Song?"," The Continental
","['continental', 'continental disambiguation']",Correct,"[[0.5350984334945679, 0.46490156650543213]]"
"In the world of ungulates, if it's called a reindeer in Europe, what is it called in North America?"," Caribou
","['caribou', 'caribou north america']",Correct,"[[0.8991213440895081, 0.10087861865758896]]"
What term is used when cutting vegetables into matchstick shapes?," Julienne
","['jullienne', 'julienne', 'julienne disambiguation']",Correct,"[[0.907967209815979, 0.09203287214040756]]"
What actor starred as Harry Potter?," Daniel Radcliffe
","['radcliffe daniel', 'dan radcliffe', 'daniel j radcliffe', 'daniel jacob radcliffe', 'daniel radcliffe', 'daniel radclife', 'daniel radcliff', 'jacob gershon']",Correct,"[[0.9676556587219238, 0.032344333827495575]]"
Which European country consists of a peninsula and many islands including Funen and Zealand?," Denmark
","['dinamarca', 'denmarc', 'danimarca', 'mainland denmark', 'denmarke', 'kingdom of denmark', 'danemark', 'danmoerk', 'denmark', 'danska', 'danmork', 'denemarke', 'media of denmark', 'iso 3166 1 dk', 'danish kingdom', 'daenemark', 'kingdomofdenmark', 'administrative divisions of denmark', 'dänemark', 'subdivisions of denmark', 'kongeriget danmark', 'danmörk', 'eastern denmark', 'denmark proper', 'media in denmark']",Correct,"[[0.957277774810791, 0.0427221953868866]]"
Which recording company turned down the Beatles but signed the Rolling Stones?," Decca
","['decca', 'decca disambiguation']",Correct,"[[0.7606506943702698, 0.2393493503332138]]"
"Ernest Lawrence of the University of California, Berkeley, is credited with the development in 1929 of what type of particle accelerator that accelerates charged particles using a high-frequency, alternating voltage in a perpendicular magnetic field, causing them to spiral and encounter the accelerating voltage many times?"," Cyclotron
","['isochronous cyclotron', 'cyclotron', 'cyclotrons', 'cyclotronic particle accelerator', 'cyclotron accelerator', 'cyclotron particle accelerator']",Correct,"[[0.8783142566680908, 0.12168575078248978]]"
"In the Harry Potter books, which house at Hogwarts has a serpent as its emblem?"," Slytherin
","['hogwarts houses', 'chamber of silent', 'slytherin', 'hogwarts school', 'ordinary wizarding level', 'hogwards', 'n e w t', 'hogwart s', 'list of hogwarts quidditch teams', 'hogwarts express', 'hogwart s school of witchcraft and wizardry', 'newt', 'hogwarts layout', 'locations in hogwarts', 'room of requirement', 'howgarts', 'o w l s', 'hufflepuff', 'owlery', 'newts', 'ravenclaw', 'hogwart s house system', 'chamber of secrets', 'hogwarts high school', 'hogwarts castle', 'rowana ravenclaw', 'hogwarts house points', 'o w l', 'hogwarts school of witchcraft and wizardry', 'hogwarts', 'ordinary wizarding levels', 'hogwarts school for witchcraft and wizardry', 'griphindor', 'battle of hogwarts', 'hogwarts school of witchcraft and wizardery', 'slitherin', 'hogwarts floor directory', 'hogwarts quidditch teams', 'nastily exhausting wizarding test', 'founders of hogwarts', 'griffindor', 'gryffindor']",Correct,"[[0.8140527606010437, 0.18594717979431152]]"
"In humans, enteritis is the inflammation of which part of the body?"," Small intestine
","['intestine small', 'intestinum tenue', 'small bowel', 'small intestines', 'small intestine', 'absorption small intestine', 'small intestinal', 'unstirred water layer']",Correct,"[[0.8615382313728333, 0.13846179842948914]]"
Which moorland plateau is the highest point in Derbyshire?," White Peak
","['edale cross', 'kinder scout']",Incorrect,"[[0.29746994376182556, 0.7025300860404968]]"
