question,answer,logits,normalized_aliases
"What actor has portrayed Sherlock Holmes, Alan Turing, and Khan?"," Benedict Cumberbatch
","[[0.5888891220092773, 0.41111084818840027]]","['benedict timothy carlton cumberbatch', 'benedict cumberbatch']"
In which Polish city was the Solidarity union formed in 1989?," Gdansk
","[[0.44167301058769226, 0.5583270192146301]]","['un locode plgdn', 'gdanska', 'gdansk', 'dantzic', 'gdanzc', 'gdañsk', 'gdánsk', 'gedanum', 'nasz stoleczny gard gduńsk', 'danzig city', 'gdańsk poland', 'gdank', 'g dansk', 'gduńsk', 'gdańk', 'gdanzisk', 'dantzick', 'baltic sea gdanzk', 'dantsic', 'duchy of gdańsk', 'danzig poland', 'gdańska', 'gdansk danzig', 'danzig gdańsk', 'gdanzk', 'gdunsk', 'danzig', 'gdansk poland', 'gdańsk', 'dantzik', 'gdaņska', 'dànzica']"
Benjamin Briggs was captain of which famous ship?,"1805
","[[0.15203224122524261, 0.847967803478241]]","['mary celeste', 'marie céleste', 'mary celest', 'mary celeste in popular culture', 'amazon brigantine', 'marie celeste']"
The 'Road to the Isles' runs from Fort William to which port?," Oban
","[[0.46101677417755127, 0.5389832258224487]]","['malaig', 'mallaig', 'mallaig scotland']"
"Which essential part of ballet training, still in use, was devised by Pierre Beauchamp in the late 17th century?","5 positions
","[[0.4765796959400177, 0.5234203934669495]]","['positions of feet in ballet', 'positions of feet', 'five positions of feet', 'feet positions']"
Which Welsh singer was invited to sing at the White House on Millennium Eve?," Shirley Bassey
","[[0.42250463366508484, 0.5774953365325928]]","['tom jones film', 'tom jones australian footballer', 'tom jones disambiguation', 'jones tom', 'tom jones footballer', 'tom jones movie', 'tom jones opera', 'tom jones']"
"""Who plays Arizona Robbins in the US TV series """"Grey's Anatomy""""?"""," Patrick Dempsey
","[[0.25683197379112244, 0.7431679368019104]]",['jessica capshaw']
What is the first real name of singer Leo Sayer?," Lewis
","[[0.5156199336051941, 0.4843800961971283]]",['gerard']
Which villainous soap character is played by John Altman?,"1990s
","[[0.1294027417898178, 0.8705973029136658]]","['nick cotton', 'nasty nick cotton']"
How was Marie Antoinette killed?,"1680
","[[0.2393493503332138, 0.7606506943702698]]","['use of guillotine in paris', 'guillitine', 'guillotines', 'louisette', 'gillotine', 'guillotine', 'guilottine', 'henri languille', 'guillotined', 'fallbeil', 'guilotine', 'gullotine']"
Which city hosts the headquarters of the International Red Cross and Red Crescent Movement?," Geneva
","[[0.4765796959400177, 0.5234203934669495]]","['gɛnf', 'geneva', 'geneva switzerland', 'genève', 'geneva ge', 'geneva palexpo', 'geneva geneva', 'genevan', 'pâquis', 'geneve', 'city of geneva', 'un locode chgva', 'génève', 'genevese', 'geneva ch ge', 'genf']"
The Scottish-American industrialist and philanthropist Andrew Carnegie (1835-1919) pioneered and made his vast fortune in which industry in late 1800s USA?," Steel
","[[0.5078118443489075, 0.49218809604644775]]","['steel plate', 'titanic steel', 'steel sheeting', 'steel metal', 'steel truss', 'steel construction', 'steelworker', 'steel alloy', 'steel', 'steels', 'steel in africa', 'steel worker', 'crude steel', 'steel workers', 'steelworkers', 'steel industry', 'unwrapped steel', 'long steel products', 'steel manufacture']"
Leon Frank Czolgosz assassinated which US president in 1901?,"26th
","[[0.10087861865758896, 0.8991213440895081]]","['william mckinley jr', 'mckinleynomics', 'president mckinley', 'william mckinnley', 'presidency of william mckinley', 'w mckinley', 'william mckinley politician', '25th president of united states', 'mckinley william', 'william mckinley', 'president william mckinley', 'mckinley administration', 'william m kinley']"
"The Recreation Cricket Ground in St John's, on the island of Antigua, is also known by the name of which famous West Indian cricketer?"," Sir Vivian Richards
","[[0.4378235340118408, 0.562176525592804]]","['sir viv', 'sir isaac vivian alexander richards knh', 'sir vivian richards', 'viv richards', 'sir viv richards', 'iva richards', 'isaac vivian alexander richards', 'vivian richards', 'sir isaac vivian alexander richards']"
"Who topped the charts with ‘He’s Not Heavy, He’s My Brother’ in 1969?","5th Dimension
","[[0.30074557662010193, 0.6992543935775757]]","['hollies', 'hollys', 'l ransford']"
"Located in the Orkney Islands, which sea stack is the third tallest in Britain?"," St. Paul's
","[[0.31742626428604126, 0.6825737357139587]]",['old man of hoy']
"Chuck Wepner, an obscure boxer from New Jersey who once went 15 rounds with Muhammad Ali in a fight served as the inspiration for the creation of what on-screen personality?"," Rocky Balboa
","[[0.4148988425731659, 0.5851011276245117]]","['rocky movie', 'mac lee green', 'rocky 1', 'rocky', 'rocky 1976 film', 'rocky 1976', 'rocky i', 'rocky film', 'spider rico']"
What is the largest Caribbean Island?,"1. Cuba
","[[0.19559408724308014, 0.804405927658081]]","['cuba', 'people s republic of cuba', 'administrative divisions of cuba', 'cuban news agency', 'iso 3166 1 cu', 'etymology of cuba', 'isla juana', 'communist cuba', 'second republic of cuba', 'republic of cuba', 'república de cuba', 'cuba island', 'republica de cuba', 'prehistory of cuba', 'red cuba', 'name of cuba', 'subdivisions of cuba']"
"In 1976, which song was knocked off the number one spot by another song, the title of which is mentioned in its own lyrics?","50 Ways To Leave Your Lover
","[[0.29421496391296387, 0.7057850360870361]]","['bohemian rhapsody', 'bo rhap', 'bohemian rhapsody song', 'bohamian rhapsody', 'borhap', 'bohemian rhapsody 1991 version', 'bohemian rapcity', 'bohemian rapsody', 'bohemian rap city', 'fred s thing', 'bo rap']"
"""Which TV series began with the words, """"There is nothing wrong with your television set""""""","3rd Rock From The Sun
","[[0.3208213150501251, 0.6791787147521973]]","['outer limits disambiguation', 'outer limits', 'outer limits tv series']"
"Religous reformers - which 14th century Oxford scholar, initially famous for translating the Bible from Latin into English, later criticised the wealth and power of the church, questioning the scriptural basis of the papacy? His followers were known as Lollards."," John Wycliffe
","[[0.3073580265045166, 0.6926419734954834]]","['wycliff', 'john wyclif', 'wiclef', 'wyclif john', 'wiclif or wyclif john', 'johannes wyclif', 'john wycliff', 'john wyclyf', 'john wyckliffe', 'blackfriars synod', 'morning star of reformation', 'john wickliffe', 'wyclifian', 'wycliffites', 'wycliffite', 'john wicliffe', 'john wycliffe', 'john wickliff', 'john wiclif', 'wyclif', 'wiclif']"
Frank Beard is the only clean shaven member of which group?,"13th Floor Elevators
","[[0.3415825068950653, 0.6584175229072571]]","['lanier greig', 'z top', 'dan mitchell musician', 'ćć top', 'billy etheridge', 'zztop', 'z z top', 'that little ol band from texas', 'zz top', 'zz tops']"
Abyssinia was the former name of which country?," Ethiopia
","[[0.4532618224620819, 0.5467381477355957]]","['democratic republic of ethiopia', 'ኢትዮጵያ', 'aethiopia', 'federal democratic republic of ethiopia', 'ethiopioa', 'ethopian', 'ethiopian', 'iso 3166 1 et', 'ityop ia', 'ethiopai', 'etheopia', 'ityoṗṗya', 'names of ethiopia', 'name of ethiopia', 'abysinna', 'federal republic of ethiopia', 'abbysinnia', 'fdre', 'æthiopia', 'etymology of ethiopia', 'ethiop', 'prehistory of ethiopia', 'ityop iya', 'ityop pya', 'ethiopia', 'ethiopean', 'abissinia', 'ītyōṗṗyā', 'etiopia', 'ʾītyōṗṗyā', 'habeshistan', 'ityoppya']"
Who released an album in 2013 called simply 'New'?,"2NE1
","[[0.5078118443489075, 0.49218809604644775]]","['mccartney paul', 'paul mccartney s solo career', 'apollo c vermouth', 'james paul mccartney', 'bernard webb', 'paul mcartney', 'wings lead singer', 'paul mc cartney', 'sir james paul mccartney', 'beatle paul', 'gladys jenkins', 'ballets to music of paul mccartney', 'sir james paul mccartney mbe', 'denis o bell', 'paul ramone', 'paul mccartny', 'sir paul mccartney', 'paul maccartney', 'paul ramon', 'paul mccartney', 'paul mccartney relationships and marriages']"
Who published a report after a Public Enquiry into racial disturbances in South East London in April 1981?," Lord Scarman
","[[0.4843800961971283, 0.5156199336051941]]","['lord justice scarman', 'leslie scarman baron scarman', 'lord scarman', 'leslie george scarman', 'leslie scarman', 'baron scarman', 'scarman']"
What invasive species has been blamed for reducing mammal populations in the Everglades?," Burmese Python
","[[0.5234203934669495, 0.4765796959400177]]","['python bivittatus', 'golden python', 'albino pythons', 'albino burmese python', 'python molurus bivittatus', 'burmese pythons', 'albino python', 'burmese python']"
"In the 19th century, Edward Gibbon Wakefield set up which organisation to colonise New Zealand?","1840 New Zealand Company
","[[0.3415825068950653, 0.6584175229072571]]","['new zealand association', 'new zealand company', 'new zealand land company']"
In which constellation is the star Rigel?," Orion
","[[0.5467381477355957, 0.4532618224620819]]","['orion music', 'orion class spaceship', 'orions disambiguation', 'orion system', 'orion', 'orions', 'orion song', 'orion disambiguation']"
Which everyday objects are featured in the painting 'The Persistence Of Memory'?,"2 watches, a candle, an apple, a key
","[[0.2689414322376251, 0.7310585975646973]]","['timepiece', 'analogue clock', 'clocks', 'clock calendar', 'garage clock', 'timekeeping device', 'mechanical clock', 'analog clocks', 'clock design', 'clocks and watches', 'wall clock', 'ancient ways of telling time', 'timepieces', 'analog clock', 'clock']"
Which country assumed the Presidency of the European Union on 1st. July 2009?," Spain
","[[0.5195213556289673, 0.4804787039756775]]","['ulf bergman', 'swea region', 'swedish origin', 'swedish climate', 'kingdom of sweden', 'sveden', 'suecia', 'swedish realm', 'zweden', 'iso 3166 1 se', 'mainland sweden', 'konungariket sverige', 'schweden', 'sweden', 'sverige', 'swedish sin', 'climate of sweden', 'etymology of sweden']"
In which country is the city of Armagh?," Northern Ireland
","[[0.4455295503139496, 0.5544704794883728]]","['ireland north', 'national anthem of northern ireland', 'northern ireland assembly and executive', 'ireland northern ireland', 'tuaisceart eireann', 'norlin airlan', 'irland du nord', 'six counties', 'norn irn', 'tuaisceart éireann', 'governance of northern ireland', 'northern ireland united kingdom', 'north ireland', 'na se contaethe', '6 counties', 'ulster uk', 'northern ireland s national anthem', 'norrn iron', 'northeast of ireland', 'geography of northern ireland', 'northern irish politics', 'northern ireland uk', 'occupied 6 counties', 'north of ireland', 'irlanda del norte', 'northern ireland', 'na sé contaethe', 'norn ireland', 'nothern irish', 'n ireland', 'ulster occupied', 'norn iron', 'communications in northern ireland', 'northern irish', 'norlin airlann', 'nothern ireland']"
"Which traditional Scottish soup is made with the principal ingredients of leek, onions and chicken stew, and sometimes also with prunes?","1000 Mile Soup
","[[0.3345894515514374, 0.665410578250885]]","['cock leekie', 'cockaleekie', 'cockie leekie', 'cock leekie soup']"
"In botany, what is the word for the scar left on a tree or plant after a leaf falls?","1
","[[0.14414885640144348, 0.8558511734008789]]","['fibroplasias', 'cicatrix', 'cicatricial', 'uloid', 'cicatrices', 'scarguard', 'silicone scar sheets', 'cicatrice', 'atrophic scarring', 'scarred', 'scars', 'subcision', 'infected scar', 'laser scar removal', 'infected cicatrix', 'fibroplasia', 'silicone scar sheet', 'scarring', 'scar']"
What was the profession of Burt Reynolds' father?," Fireman
","[[0.5234203934669495, 0.4765796959400177]]","['police women', 'bobby police', 'police agents', 'officer of law', 'motorcycle cop', 'sbirro', 'policemen', 'police woman', 'policeofficers', 'zaptiah', 'police man', 'police officers', 'motor officer', 'police men', 'policeman', 'policewomen', 'police agent', 'policewoman', '👮', 'law enforcement personnel', 'special officer', 'becoming police officer', 'police officer', 'freezer duty', 'policeofficer']"
What was the name of Ann Boleyn's older sister?," Mary
","[[0.4532618224620819, 0.5467381477355957]]","['mary song', 'mary', 'mary film', 'mary disambiguation', 'mary album']"
Shagreen is leather made from the skin of which creatures?,"1000-year-old turtles
","[[0.18713268637657166, 0.8128673434257507]]","['selachimorpha', 'selachoidei', 'shark taxonomy', 'selachian', 'shark', 'shark behaviour', 'latin names of sharks', 'shark senses and behaviors', 'sharks', 'sharkie', 'selachii', 'sharkes', 'selachians', 'selachimorph']"
Tapas were originally an accompaniment to which drink?,"11th-century Spain wine
","[[0.4687906503677368, 0.531209409236908]]","['sherry wine', 'sherry', 'cream sherry', 'jerez dulce', 'sweet sherry', 'sherries']"
What wood is traditionally used to make Rolls Royce dashboards?,"100-year-old English walnut
","[[0.3208213150501251, 0.6791787147521973]]","['walnut street theater', 'walnut', 'walnut street theatre']"
Trappist monks are a stricter version of which religious order?," Benedictines
","[[0.4148988425731659, 0.5851011276245117]]","['cistercian monks', 'cistercian order', 'cistercian', 'cistercian rule', 'bernardine order', 'ocist', 'o cist', 'white monk', 'common observance', 'order of cîteaux', 'order of cistercians', 'cistercians', 'order of citeaux', 'cistercian monastery', 'gimey monks', 'cistercians of immaculate conception', 'cistercians abbey', 'cistercians in british isles', 'cistercian abbey', 'cistercian monk', 'white monks', 'congregation of st bernard', 'cisterian']"
How many senators are there in the US Senate?,"100
","[[0.3486451804637909, 0.6513549089431763]]","['one hundred', '100']"
What is the name of the dog in the Secret Seven series of books?,"101 Dalmatians
","[[0.1755380630493164, 0.8244618773460388]]","['scamper disambiguation', 'scamper']"
Who is the Roman equivalent to the Greek god Hypnos," Somnus
","[[0.5583270192146301, 0.44167301058769226]]","['hypnos', 'somnus', 'hupnos', 'hypnus']"
Nitroglycerin is made by treating glycerin with nitric acid and what?," Sulfuric acid
","[[0.6513549089431763, 0.3486451804637909]]","['sulfuric acids', 'sulfuric vi acid', '🜗', 'dihydrogen sulphate', 'tower acid', 'vitreol', 'vitriolic', 'sulfur acid', 'h2so4', 'h₂so₄', 'dihydrogen sulfate', 'vitriolically', 'glover acid', 'oil of vitriol', 'spirit of sulfur', 'dipping acid', 'sulfuric acid chemdata supplement', 'sulphuric acid', 'spirit of sulphur', 'aqueous hydrogen sulfide', 'h2o4s', 'sulphur acid', '🜖', 'hydrogen sulphate', 'sulphuri acid', 'h2s04', 'battery acid', 'chamber acid', 'vitriolic acid', 'fertiliser acid', 'vitriols', 'sulfuric acid', 'spirit of vitriol', 'fertilizer acid', 'e513', 'dilute sulfuric acid', 'h2so']"
Film director Lindsay Anderson was born in which country?," England
","[[0.49218809604644775, 0.5078118443489075]]","['భారత గణతంత్ర రాజ్యము', 'భారత రిపబ్లిక్', 'bhārtiya prajāsattāk', 'republic of india', 'ভারত', 'hindio', 'ਭਾਰਤ ਗਣਤੰਤਰ', 'भारतीय प्रजासत्ताक', 'ભારતીય ગણતંત્ર', 'indea', 'ভারত গণরাজ্য', 'இந்தியக் குடியரசு', 'india country', 'les indes', 'هندستانڀارت،', 'etymology of india', 'भारतमहाराज्यम्', 'india', 'جمہوٗرِیت بًارت', 'भारतीय गणराज्याच्या', 'ভারতরাষ্টৃ', 'india s', 'ভারতীয় প্রজাতন্ত্র', 'ഭാരത മഹാരാജ്യം', 'bhārat gaṇarājya', 'ভাৰত গণৰাজ্য', 'ଭାରତ ଗଣରାଜ୍ଯ', 'இந்திய', 'जुम्हूरियत भारत', 'union of india', 'hindistan', 'indya', 'bhart', 'iso 3166 1 in', 'bharat ganrajya', 'भारत गणराज्य', 'indian republic', 'ಭಾರತ ಗಣರಾಜ್ಯ', 'indian state', 'جمہوریہ بھارت', 'iso 3166 1 alpha 3 ind']"
"Classical Greek theatre, and several current theatre spaces, such as La Boite in Australia, The Globe in Canada, Blue Orange Theatre in the UK, L'Europen in France and Theatre '47 in the USA, specialise in what style of performance?","18th century
","[[0.21733751893043518, 0.7826625108718872]]","['theater in round', 'theatre in round', 'in round', 'arena theater']"
"What was the small British militant group responsible for a series of letter bomb attacks between 1970 and 1972, whose targets included banks, embassies and the homes of Conservative MPs?","10th Army Faction
","[[0.2751297354698181, 0.7248703241348267]]","['stoke newington 8', 'angry brigade', 'stoke newington eight']"
In which film did Noel Coward play Captain E V Kinross and Celia Johnson his wife Alix?,"49th Parallel
","[[0.22815649211406708, 0.7718434929847717]]",['in which we serve']
In the Famous Five stories by Enid Blyton which of the children owns Timmy the dog?,"5th
","[[0.28776779770851135, 0.7122321724891663]]",['george or georgina']
"What is the name for a method of enamel decoration where the design is outlined with soldered metal fillets which are filled with enamel paste or powder, which is vitrified and ground smooth?"," Filigree
","[[0.4455295503139496, 0.5544704794883728]]","['cloisonne enamel', 'vollschmelz', 'cloisonn', 'cloissoné enamel', 'cloisonne', 'garnet cloisonné', 'cloisonné objects', 'cloisonné enamel', 'cloisonné', 'senkschmelz']"
Who is the Greek Goddess of the Rainbow?," Iris
","[[0.39981159567832947, 0.6001883149147034]]","['iris', 'iris band', 'iris song', 'iris disambiguation', 'iris genus']"
In English the word describes a complete failure. In Italian it describes a straw covered bottle. What is the word?," Bottled
","[[0.5698526501655579, 0.43014734983444214]]","['fiasco', 'fiasco disambiguation', 'fiasko']"
Who plays alcoholic John Hancock in the 2008 film ‘Hancock’?," Will Smith
","[[0.5234203934669495, 0.4765796959400177]]","['trey smith will smith', 'willard christopher smith jr', 'willard christopher smith iii', 'will smith ltd', 'list of songs recorded by will smith', 'willard christopher smith', 'sheree zampino', 'willard smith jr', 'willsmith', 'will smith', 'will s', 'wil smith', 'will smif', 'willard carroll trey smith iii', 'fresh prince rapper', 'willard christopher 22will 22 smith jr']"
Which novelist wrote 'Jude the Obscure'?," Thomas Hardy
","[[0.4804787039756775, 0.5195213556289673]]","['thomas hardy novelist', 'thomas hardy', 'thomas hardy writer', 'hardyesque', 'withered arm', 'hardy thomas', 'hardyan', 'thomas hardy poet', 't hardy']"
Which colour of jersey is worn by the leader in the points classification in the Tour de France?,"1
","[[0.25091278553009033, 0.7490872144699097]]","['green song', 'green crater', 'green disambiguation', 'green', 'green album']"
Hyacinthoides is the scientific name for what protected (in the UK) spring flowering plant?," Bluebells
","[[0.44167301058769226, 0.5583270192146301]]","['bluebelle', 'bluebell disambiguation', 'bluebell', 'bluebell flower', 'bluebells']"
"Niagara Falls, one of the more popular tourist destinations in North America, consists of Horseshoe Falls and what?","2 other falls
","[[0.2628418505191803, 0.7371581792831421]]",['american falls']
"Which other US President died on July 4th 1826, the same day as John Adams?"," Thomas Jefferson
","[[0.30404168367385864, 0.6959583163261414]]","['t jefferson', 'jefferson thomas', 'president jefferson', 'tomas jefferson', 'thomas jefforson', 'sage of monticello', 'thomas jeffersson', 'third president of united states', 'tom jefferson', 'jefferson administration', 'president thomas jefferson', 'thomasjefferson', 'thomas jefferson first inaugural address', 'thomas jefferson', '3rd president of united states', 'thomas jefferson second inaugural address']"
"""What Soviet """"man of steel"""" was educated for the priesthood but was expelled from the seminary?"""," Yuri Gagarin
","[[0.4148988425731659, 0.5851011276245117]]","['ioseb besarionis dze jugashvili', 'djugashvili', 'ioseb jughashvili', 'joseph stalins s religious views', 'yosif stalin', 'iosif vissarionovič stalin', 'yosif vissarionovich dzhugashvili', 'stalin josef', 'uncle joe stalin', 'stalinjoseph', '斯大林', 'nijeradze', 'vissarionovich stalin', 'iosef jugashvili', 'marshal stalin', 'joseph stalin s death conspiracy theories', 'ио́сиф виссарио́нович ста́лин', 'josef vissarionovich dzhugashvili', 'joseph dzhugashvili', 'j dzhugashvili', 'josif stalin', 'иосиф виссарионович сталин', 'იოსებ სტალინი', 'joseph djugashvili', 'сталин', 'joseph jughashvili', 'joseph vissarionovich stalin', 'iosif vissarionovič džugašvili', 'joseph vissarionovich dzhugashvili', 'iosif vissarionovich dzhugashvili', 'stalinjosef', 'stallin', 'eòsaph stalin', 'joseph stalin s death conspiracy', 'iosif jugashvili', 'joseph v stalin', 'dzjugasjvili', 'critique of stalin', 'joey stalin', 'иосиф виссарионович джугашвили', 'jv stalin', 'iosef dzhugashvili', 'ioseb dzhugashvili', 'joseph stalin and religion', 'иосиф сталин', 'jose stalin', 'ио́сиф виссарио́нович джугашвил', 'ioseb vissarionovich jugashvili', 'death of stalin', 'dze jugashvili', 'yosef stalin', 'იოსებ ბესარიონის ძე ჯუღაშვილი', 'ста́лин', 'joseph man of steel', 'iosif djugashvili', 'iosif vissarionovic stalin', 'josef stalin', 'իոսիֆ ստալին', 'joseph vissarionovich djugashvili', 'iosif vissarionovich stalin', 'vissarionovich dzhugashvili', 'chijikov', 'iosef dzugashvili', 'jossif vissarionovich dhzugazvili', 'ivan stalin', 'sī dàlín', 'i v stalin', 'stalin joseph', 'jozef stalin', 'josif djugashvili', 'josip stalin', 'eosaph stalin', 'joseph staline', 'ioseb jugashvili', 'ioseb besarionis dze jughashvili', 'iosif stalin', 'staline', 'iosif vissarionovic dzugasvili', 'josif dzhugashvili', 'j v stalin', 'iósif dzhugashvíli', 'iosef stalin', 'soso stalin', 'death of joseph stalin', 'joe stalin', 'josef vissarionovich djugashvili', 'iosif dzhugashvili', 'josef jughashvili', 'josif vissarionovich dzhugashvili', 'josef dzhugashvili', 'josef dzugashvili', 'stalin', 'comrade stalin', 'იოსებ ჯუღაშვილი', 'stalin s', 'iosif vissarionovich djugashvili', 'joseph stalin']"
"Which three word named plant is believed to be useful in treating depression, nervous disorders and bedwetting ?","3000 year old
","[[0.1561049073934555, 0.8438951373100281]]","['saint john s wort', 'john s wort', 'atcvet code qn06ax25', 'common st john s wort', 'st john s wort oil', 'perforate st john s wort', 'saint john s wart', 'tipton s weed', 'hyperici herba', 'st john s wort', 'atc code n06ax25', 'saint johns wart', 'common st johnswort', 'st johns wart', 'saint johns wort', 'klamath weed', 'st johns wort', 'st johnswort', 'hypericum perforatum', 'hypercium perforatum', 'st jons wort', 'saint john wort', 'st john s wart', 'neurokan']"
In which city are the headquarters of Greenpeace International?," Amsterdam
","[[0.47268345952033997, 0.5273165106773376]]","['classis of amsterdam', 'geography of amsterdam', 'amsterdam', 'ampsterdam', 'capital of holland', 'amsterdam netherlands', 'amsterdam noord holland', 'amsterdam north holland', 'capitals of netherlands', 'un locode nlams', 'amesterdam', 'amsterdam holland', 'ámsterdam', 'nlams']"
"Picasso's 'Still Life With Chair Caning' in which strips of oilcloth in imitation of chair caning are stuck onto the surface of the work, is an example of which artistic technique?"," Cubism
","[[0.4073334336280823, 0.5926666259765625]]","['assemblage', 'assemblage disambiguation']"
"""What sculpture appeared at the end of the movie """"Planet of the Apes""""?""","70s
","[[0.18242551386356354, 0.8175744414329529]]","['statue of liberty', 'free woman', 'frederick r law', 'freiheitsstatue', 'mother of exiles', 'statue liberty', 'azadliq statue', 'liberty statue', 'staute of liberty', 'liberty enlightening world', 'statue of liberty usa', '🗽', 'liberty statue of', 'fort wood national monument']"
What type of creature is a Fritillary?," Butterfly
","[[0.6297746300697327, 0.3702253997325897]]","['butterflies song', 'butterfly song', 'butterfly movie', 'butterflies disambiguation', 'butterfly', 'butterfly film', 'butterfly album', 'butterflies film', 'butterfly disambiguation']"
Which religion believes in the Four Noble Truths?," Buddhism
","[[0.5078118443489075, 0.49218809604644775]]","['budism', 'búdachas', 'budddhist', 'buddh', 'buddha s gospel', 'buddhist', 'buddhaity', 'buddist', 'buddhism religion', 'buddhisam', 'buddhist religious philosophy', 'budddhists', 'buddhity', 'будизъм', 'buddha dhamma', 'buddha birth date controversies', 'buhhdism', 'bauddhadharma', 'three levels of suffering', 'budhda birth date controversies', 'boudhism', 'budhist', 'dhamma vinaya', 'superbuddha', 'bhuudis', 'budhism', 'buddism', 'bhuddist', 'dhammavinaya', 'buddhists', 'buddha dharma', 'buddhadharma', 'teaching of buddha', 'buddhasasana', 'buddhism in asia', 'buddhism', 'buddhadhamma', 'budddhism', 'bouddhism', 'buddhisem', 'bhuddism', 'buddhist saying']"
`Guernica' by Pablo Picasso is on show at the Museo Reina Sofia in which city?," Madrid
","[[0.49218809604644775, 0.5078118443489075]]","['madrid spain', 'mayrit', 'madrilena', 'city of madrid', 'un locode esmad', 'demographics of madrid', 'madrid madrid', 'madrid city', 'madrileño', 'weather in madrid', 'madrileña', 'madrilenian', 'madrilene', 'madrid capital', 'capital of spain', 'madrid', 'madrileno']"
In which island group is Scapa Flow to be found?,"0.5 miles off the coast of mainland Scotland
","[[0.2422056347131729, 0.7577943801879883]]","['orkney islands council area', 'orkney island', 'orkney beef', 'orkneys', 'orkney islands council area of scotland', 'orkney lamb', 'county of orkney', 'swedish earldom of orkney', 'orkney', 'orkney council area', 'orcadia disambiguation', 'orkney islands', 'orkney islands scotland', 'orkney isles', 'orkney council', 'orcades islands', 'orcadia', 'arcaibh', 'orkney isles council area']"
Which actress co-starred with Mel Gibson in the 1997 film Conspiracy Theory,"1997: Conspiracy Theory
","[[0.36658975481987, 0.6334102749824524]]","['julia robert', 'julia fiona roberts', 'roberts julia', 'julia roberts', 'phinnaeus walter moder', 'julia roberts actress']"
Which actor provides the voice for Rocky in the film Chicken Run?,"9
","[[0.2538609802722931, 0.7461389899253845]]","['mel gibsons', 'mell gibson', 'anne reilly gibson', 'mel colm cille gerard gibson', 'columcille gerard gibson', 'mel gibson dui incident', 'mel columcille gerard gibson', 'mel colm cille gerard gibson ao', 'gibson mel', 'mel meltdown', 'mel gibson apology', 'mel gibson drinking', 'mel gibson dwi incident', 'deputy james mee', 'mel gibson', 'melvin gibson', 'mel gibson defense', 'mel gibson dui', 'james mee', 'mel gibson and anti semitism']"
Ombrophobia is an irrational fear of which weather condition?," Rain
","[[0.4687906503677368, 0.531209409236908]]","['rainy', '⛆', 'torrential rain', 'heavy rain meteorology', 'intensity frequency and duration', 'hyetal', 'raining', 'rainwater', 'rained', 'rainfall', 'rains', 'wettest spot on earth', 'pluviophile', '🌧', 'rain', 'rainstorm', 'rain storm', 'pissing it down', 'rainiest', 'rain measurement']"
The TV programme 'Downton Abbey' is filmed at which stately home?," Highclere Castle
","[[0.4532618224620819, 0.5467381477355957]]",['highclere castle']
What did the Romans call Ireland?," Hibernia
","[[0.6039317846298218, 0.39606812596321106]]","['hiberno', 'hibernia']"
The highest partnership for England in a test match for any wicket is 411 at Edgbaston against the West Indies in 1957. Name either of the batsmen involved.," Colin Cowdrey
","[[0.2018132209777832, 0.7981867790222168]]",['colin cowdrey and peter may']
"""What is meant by """"persona non grata""""?""","1. A person who is unwelcome in a particular place or country. 2. A person who is not recognized or accepted by a group or organization. 3. A person who is considered to be a liability or a problem.
","[[0.6279512047767639, 0.3720487952232361]]",['unwelcome person']
What was the original profession of the novelist Joseph Conrad?,"1st mate
","[[0.25091278553009033, 0.7490872144699097]]","['matrose rank', 'seamen', 'seaman', 'sea man', 'matrose germany', 'seaman first class', 'fireman seaman']"
"Opened in 1921, In which US city is the Wrigley Building?"," Chicago
","[[0.4843800961971283, 0.5156199336051941]]","['sayre language academy', 'chicago transportation committee', 'chicago illinois u s', 'sister cities of chicago', 'sister cities chicago', 'transport in chicago', 'chicago illinois', 'chicago illinois usa', 'chi town', 'hog butcher for world', 'religion in chicago', 'chicago', 'chicago wi', 'near north montessori', 'un locode uschi', 'city of broad shoulders', 'chicago theatre', 'chicago usa', 'uschi', 'chicago il', 'city of chicago', 'chicago finance committee', 'list of sister cities of chicago', 'chi beria', 'weather in chicago', 'chicago wisconsin', 'land of smelly onions', 'ariel community academy', 'chicago theater scene', 'chicago united states', 'paris of america', 'chicago illionis', 'chicago illinois united states', 'chcago', 'chi city', 'chicago illinois us', 'performing arts in chicago', 'chicago theatre scene', 'chichago', 'chicago ill', 'city of chicago illinois']"
What is Dionne Warwick's real first name?," Mary
","[[0.4804787039756775, 0.5195213556289673]]","['marie', 'marie disambiguation']"
Who is the Roman equivalent to the Greek god Hypnos," Somnus
","[[0.5583270192146301, 0.44167301058769226]]","['hypnos', 'somnus', 'hupnos', 'hypnus']"
Which state of the USA has a coastline on the Gulf of Mexico between Florida and Mississippi?," Louisiana
","[[0.3812195658683777, 0.6187804341316223]]","['alabama incident', 'alabama', 'battle of css alabama and uss kearsarge', 'css alabama', 'simeon cummings']"
Who succeeded Herman Van Rompuy as President of the European Council in 2014?," Donald Tusk
","[[0.2628418505191803, 0.7371581792831421]]","['donald f tusk', 'donald tusk', 'donald franciszek tusk']"
"Carl Fredricksen, Russell and Dug are all characters in which 2009 Disney film?"," Up
","[[0.5698526501655579, 0.43014734983444214]]","['u p', 'up album', 'upwards', 'up film', 'up song', 'up disambiguation', 'up initialism', 'up single', 'up']"
